,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg,Divergence,Original
14272,180.0,22.0,40.5435826813391,+,55.0,44.0,53.98582708387835,LoMorph,FRII,180.37792877296704,55.74832939641219,['FRII'],FRII
14277,180.0,29.0,3.528369210400797,+,46.0,7.0,22.3283755172406,LoMorph,FRI,180.4843134358917,46.12286899319923,['FRI'],FRI
14278,180.0,31.0,32.97650901488623,+,51.0,42.0,5.759954383545392,LoMorph,FRII,180.5258268080597,51.70159998732876,['FRII'],FRII
14284,180.0,35.0,54.437023952039,+,47.0,11.0,13.475412700125275,LoMorph,FRI,180.5984547288756,47.18707650352781,['FRI'],FRI
14285,180.0,36.0,14.964398784345576,+,51.0,50.0,6.571626685214937,LoMorph,FRI,180.6041567774401,51.83515878519034,['FRI'],FRI
14288,180.0,38.0,0.2189621076308867,+,46.0,12.0,11.26684259853505,LoMorph,FRI,180.633394156141,46.20312967849959,['FRI'],FRI
14295,180.0,45.0,31.307757050910823,+,53.0,49.0,19.435146402174155,LoMorph,FRI,180.7586965991808,53.82206531844505,['FRI'],FRI
14300,180.0,49.0,3.4667984369184524,+,53.0,35.0,3.7862183478267752,LoMorph,FRI,180.81762966623248,53.584385060652174,['FRI'],FRI
14313,180.0,54.0,59.64412537133285,+,51.0,1.0,1.232619822885681,LoMorph,FRI,180.91656781260315,51.01700906106191,['FRI'],FRI
14315,180.0,56.0,30.795109673729257,+,54.0,35.0,3.2628391808259494,LoMorph,FRI,180.94188753046487,54.58423967755023,['FRI'],FRI
14317,181.0,0.0,45.80477782657226,+,46.0,0.0,3.374909776002255,LoMorph,FRI,181.01272354939627,46.00093747493778,['FRI'],FRI
14319,181.0,1.0,21.26503913199485,+,51.0,25.0,27.04254856864168,LoMorph,FRI,181.0225736219811,51.42417848571351,['FRI'],FRI
14325,181.0,6.0,58.462712913662926,+,46.0,52.0,53.4458692926296,LoMorph,FRII,181.116239642476,46.881512741470175,['FRII'],FRII
14327,181.0,8.0,18.7532415888154,+,55.0,26.0,14.633438537242114,LoMorph,FRI,181.138542567108,55.437398177371456,['FRI'],FRI
14337,181.0,12.0,10.377478273885572,+,54.0,26.0,4.646350212137804,LoMorph,FRI,181.20288263285383,54.43462398617004,['FRI'],FRI
14339,181.0,12.0,38.01214143011748,+,56.0,14.0,20.775872027124933,LoMorph,FRI,181.21055892817503,56.23910440889642,['FRI'],FRI
14342,181.0,14.0,41.38083960750464,+,49.0,40.0,29.07373199070093,LoMorph,FRI,181.24482801100208,49.67474270333075,['FRI'],FRI
14353,181.0,21.0,4.410333074238224,+,50.0,16.0,33.78337833770445,LoMorph,FRII,181.35122509252065,50.27605093842714,['FRII'],FRII
14356,181.0,22.0,18.56091320599262,+,51.0,28.0,47.5637703244513,LoMorph,FRII,181.37182247589053,51.479878825090125,['FRII'],FRII
14359,181.0,23.0,4.212585155046327,+,47.0,58.0,59.33388563748679,LoMorph,FRI,181.3845034958764,47.98314830156597,['FRI'],FRI
14361,181.0,23.0,43.55661370046391,+,48.0,57.0,49.829797432285545,LoMorph,FRII,181.39543239269457,48.96384161039786,['FRII'],FRII
14366,181.0,25.0,38.774010239649215,+,51.0,56.0,29.803457296031297,LoMorph,FRI,181.42743722506657,51.94161207147112,['FRI'],FRI
14367,181.0,26.0,28.01216564012293,+,50.0,10.0,30.368956233772337,LoMorph,FRII,181.4411144904556,50.17510248784272,['FRII'],FRII
14368,181.0,26.0,30.97052129874328,+,50.0,48.0,45.27977101349848,LoMorph,FRII,181.44193625591632,50.812577714170416,['FRII'],FRII
14371,181.0,29.0,17.797417129904716,+,48.0,57.0,39.136345610795615,LoMorph,FRI,181.48827706031383,48.96087120711411,['FRI'],FRI
14380,181.0,35.0,54.77657128710689,+,53.0,16.0,31.379629809762264,LoMorph,FRI,181.59854904757967,53.27538323050271,['FRI'],FRI
14386,181.0,41.0,13.331451647050017,+,46.0,43.0,36.59613102734454,LoMorph,FRI,181.6870365143464,46.72683225861871,['FRI'],FRI
14387,181.0,41.0,17.93107117799991,+,48.0,44.0,51.15129029161153,LoMorph,FRI,181.6883141864384,48.747542025081,['FRI'],FRI
14391,181.0,45.0,34.438583041333004,+,52.0,43.0,59.532716162241854,LoMorph,FRII,181.75956627306704,52.73320353226729,['FRII'],FRII
14394,181.0,47.0,50.68469458095024,+,51.0,36.0,22.52520308317628,LoMorph,FRI,181.7974124151613,51.60625700085644,['FRI'],FRI
14395,181.0,48.0,47.400329292333936,+,52.0,35.0,21.15584571369311,LoMorph,FRI,181.8131667581368,52.58920995714269,['FRI'],FRI
14399,181.0,50.0,14.894660182972077,+,56.0,13.0,30.920818695026924,LoMorph,FRI,181.8374707389397,56.22525578297084,['FRI'],FRI
14407,181.0,58.0,9.809648617767834,+,51.0,34.0,32.39593146616414,LoMorph,FRI,181.9693915690605,51.57566553651838,['FRI'],FRI
14414,182.0,6.0,43.360951234401455,+,47.0,15.0,28.82090028879248,LoMorph,FRI,182.11204470867625,47.258005805635776,['FRI'],FRI
14415,182.0,6.0,58.38861904495843,+,54.0,59.0,44.193724073119824,LoMorph,FRI,182.11621906084585,54.99560936779809,['FRI'],FRI
14421,182.0,13.0,49.913369879113816,+,55.0,49.0,55.44528196012152,LoMorph,FRII,182.2305314916331,55.83206813387781,['FRII'],FRII
14427,182.0,15.0,29.074239434089577,+,46.0,36.0,40.23709097580422,LoMorph,FRI,182.25807617762047,46.6111769697155,['FRI'],FRI
14431,182.0,18.0,24.02570798053148,+,53.0,58.0,19.242001099537447,LoMorph,FRI,182.3066738077724,53.972011666972094,['FRI'],FRI
14432,182.0,19.0,26.4424251086416,+,53.0,18.0,23.26256546525769,LoMorph,FRI,182.3240117847524,53.30646182374035,['FRI'],FRI
14433,182.0,20.0,23.82189455297521,+,48.0,41.0,39.02244388347867,LoMorph,FRI,182.33995052626472,48.69417290107874,['FRI'],FRI
14436,182.0,20.0,53.98672295403912,+,50.0,9.0,46.33593192051024,LoMorph,FRI,182.348329645265,50.16287109220014,['FRI'],FRI
14441,182.0,22.0,42.39694299000576,+,46.0,49.0,35.92324497104812,LoMorph,FRI,182.378443595275,46.82664534582529,['FRI'],FRI
14444,182.0,25.0,41.855686290477934,+,48.0,34.0,27.59647731501559,LoMorph,FRII,182.4282932461918,48.57433235480973,['FRII'],FRII
14453,182.0,30.0,26.872931044272264,+,47.0,57.0,55.490618555039646,LoMorph,FRI,182.50746470306785,47.96541406070973,['FRI'],FRI
14459,182.0,35.0,7.503465694037459,+,51.0,3.0,39.26885567582701,LoMorph,FRI,182.58541762935943,51.06090801546551,['FRI'],FRI
14460,182.0,37.0,0.6064086228252563,+,48.0,12.0,56.00195668949823,LoMorph,FRI,182.6168351135064,48.215556099080416,['FRI'],FRI
14473,182.0,51.0,46.87991947118008,+,47.0,3.0,35.62483031693773,LoMorph,FRI,182.8630221998531,47.05989578619915,['FRI'],FRI
14475,182.0,52.0,15.49543380410114,+,50.0,52.0,50.51459287830255,LoMorph,FRII,182.87097095383447,50.88069849802175,['FRII'],FRII
14480,182.0,57.0,35.62910407667232,+,47.0,12.0,42.85177069298982,LoMorph,FRI,182.95989697335463,47.21190326963694,['FRI'],FRI
14482,182.0,59.0,10.872073238133453,+,55.0,38.0,38.886414040457566,LoMorph,FRI,182.9863533536773,55.64413511501124,['FRI'],FRI
14483,182.0,59.0,38.666760526243706,+,47.0,8.0,37.281738182205686,LoMorph,FRII,182.9940741001461,47.14368937171728,['FRII'],FRII
14488,183.0,5.0,4.444499392911894,+,48.0,31.0,24.55837482733557,LoMorph,FRII,183.08456791649803,48.52348843745204,['FRII'],FRII
14491,183.0,14.0,11.635671817700768,+,49.0,26.0,33.630358144162074,LoMorph,FRI,183.2365654643938,49.44267509948449,['FRI'],FRI
14493,183.0,16.0,19.83794392633854,+,51.0,18.0,24.21944566365653,LoMorph,FRII,183.2721772066462,51.30672762379546,['FRII'],FRII
14495,183.0,17.0,35.80245107648807,+,52.0,41.0,33.5856845319222,LoMorph,FRII,183.2932784586324,52.69266269014776,['FRII'],FRII
14497,183.0,20.0,21.22176612491557,+,54.0,59.0,5.189440692055882,LoMorph,FRI,183.33922826836803,54.98477484463668,['FRI'],FRI
14498,183.0,20.0,28.84542229286353,+,55.0,13.0,43.83426381674667,LoMorph,FRI,183.3413459506369,55.22884285106021,['FRI'],FRI
14499,183.0,20.0,42.9913080542633,+,52.0,58.0,19.16655265053862,LoMorph,FRI,183.3452753633484,52.9719907090696,['FRI'],FRI
14502,183.0,23.0,36.07522197284652,+,54.0,15.0,56.60333605985386,LoMorph,FRI,183.3933542283258,54.26572314890552,['FRI'],FRI
14506,183.0,25.0,13.818663482447846,+,48.0,23.0,24.156657532132613,LoMorph,FRII,183.42050518430068,48.39004351598115,['FRII'],FRII
14521,183.0,37.0,4.831448027498482,+,47.0,44.0,58.80540684011976,LoMorph,FRI,183.6180087355632,47.7496681685667,['FRI'],FRI
14522,183.0,38.0,3.6584605069788254,+,50.0,15.0,23.325210343506345,LoMorph,FRI,183.63434957236305,50.25647922509542,['FRI'],FRI
14525,183.0,41.0,0.0389800936113715,+,54.0,34.0,49.79487280392675,LoMorph,FRI,183.68334416113711,54.58049857577887,['FRI'],FRI
14531,183.0,47.0,29.363103951566245,+,46.0,27.0,15.403667830729546,LoMorph,FRI,183.79148975109769,46.45427879661965,['FRI'],FRI
14535,183.0,50.0,10.935176224143106,+,47.0,11.0,18.68530172202952,LoMorph,FRII,183.83637088228448,47.18852369492279,['FRII'],FRII
14538,183.0,53.0,12.000999545905415,+,51.0,6.0,12.030237164446476,LoMorph,FRI,183.8866669443183,51.10334173254568,['FRI'],FRI
14541,183.0,54.0,0.7650070745148696,+,49.0,59.0,41.63154340429912,LoMorph,FRII,183.9002125019652,49.99489765094564,['FRII'],FRII
14547,183.0,57.0,12.68849916922818,+,52.0,24.0,47.269357226352895,LoMorph,FRI,183.95352458310256,52.41313037700732,['FRI'],FRI
14548,183.0,57.0,30.12256348397841,+,49.0,35.0,11.90231879100736,LoMorph,FRI,183.95836737874555,49.5866395329975,['FRI'],FRI
14549,183.0,58.0,38.978111396018,+,49.0,18.0,20.83722346895172,LoMorph,FRII,183.97749391983223,49.30578811763026,['FRII'],FRII
14552,183.0,59.0,15.792394017476,+,48.0,10.0,7.248971909893953,LoMorph,FRI,183.9877201094493,48.16868026997497,['FRI'],FRI
14558,184.0,2.0,55.278435051461656,+,47.0,53.0,1.2081374988537164,LoMorph,FRI,184.04868845418096,47.883668927083015,['FRI'],FRI
14563,184.0,5.0,53.64108170944064,+,52.0,44.0,9.441999903757504,LoMorph,FRII,184.0982336338081,52.73595611108438,['FRII'],FRII
14566,184.0,7.0,22.312933365644767,+,49.0,47.0,43.62342282368445,LoMorph,FRI,184.12286470371268,49.79545095078436,['FRI'],FRI
14568,184.0,7.0,35.14970385673905,+,56.0,11.0,56.49990535489394,LoMorph,FRI,184.1264304732936,56.19902775148747,['FRI'],FRI
14572,184.0,11.0,0.5580920428906211,+,49.0,38.0,50.34855102068548,LoMorph,FRI,184.1834883589008,49.64731904195019,['FRI'],FRI
14576,184.0,13.0,59.473695748392856,+,46.0,25.0,40.47719369926028,LoMorph,FRI,184.2331871377079,46.42791033158313,['FRI'],FRI
14577,184.0,14.0,30.274791332883524,+,46.0,50.0,24.30822448208403,LoMorph,FRI,184.24174299759247,46.84008561791169,['FRI'],FRI
14581,184.0,16.0,44.63145822409388,+,51.0,47.0,23.035747476588423,LoMorph,FRII,184.2790642939512,51.78973215207683,['FRII'],FRII
14586,184.0,20.0,29.168137575175024,+,53.0,0.0,36.99463201690776,LoMorph,FRI,184.34143559377088,53.01027628667136,['FRI'],FRI
14588,184.0,21.0,56.48605765941511,+,52.0,41.0,40.18524263525421,LoMorph,FRI,184.3656905715721,52.694495900732015,['FRI'],FRI
14595,184.0,24.0,22.81606256310397,+,53.0,34.0,41.48609627778569,LoMorph,FRI,184.4063377951564,53.578190582299385,['FRI'],FRI
14596,184.0,25.0,40.579524950317136,+,46.0,50.0,38.5957497119449,LoMorph,FRI,184.42793875693064,46.84405437491999,['FRI'],FRI
14605,184.0,35.0,22.34705255990548,+,55.0,0.0,22.761900054595685,LoMorph,FRI,184.5895408479333,55.006322750015165,['FRI'],FRI
14612,184.0,39.0,28.40565822963072,+,50.0,53.0,20.90489529944193,LoMorph,FRI,184.6578904606193,50.88914024869429,['FRI'],FRI
14615,184.0,40.0,41.23064933787646,+,55.0,6.0,51.56273732020168,LoMorph,FRI,184.67811962481608,55.11432298258895,['FRI'],FRI
14616,184.0,41.0,36.83286432049272,+,47.0,14.0,28.55489795385949,LoMorph,FRII,184.69356468453347,47.24126524943163,['FRII'],FRII
14618,184.0,42.0,0.5010560598338998,+,49.0,22.0,8.235418499212983,LoMorph,FRI,184.70013918223884,49.36895428291645,['FRI'],FRI
14621,184.0,43.0,41.8714132068385,+,52.0,42.0,46.959276357252406,LoMorph,FRI,184.72829761477968,52.71304424343257,['FRI'],FRI
14623,184.0,44.0,58.353488409225065,+,50.0,52.0,48.470784218888525,LoMorph,FRI,184.74954263566923,50.880130773394136,['FRI'],FRI
14631,184.0,46.0,37.13879184698726,+,54.0,54.0,24.42067442738733,LoMorph,FRI,184.77698299773527,54.906783520674274,['FRI'],FRI
14632,184.0,46.0,37.22692758390394,+,50.0,54.0,44.53617749302396,LoMorph,FRI,184.7770074798844,50.91237116041473,['FRI'],FRI
14634,184.0,46.0,49.967857022093085,+,48.0,5.0,4.242408658083718,LoMorph,FRI,184.78054662695047,48.0845117801828,['FRI'],FRI
14636,184.0,47.0,14.231766780987982,+,51.0,26.0,27.59257560145386,LoMorph,FRII,184.7872866018836,51.44099793766707,['FRII'],FRII
14644,184.0,50.0,59.93421652029838,+,50.0,54.0,2.9585101023178595,LoMorph,FRI,184.8499817268112,50.90082180836176,['FRI'],FRI
14654,184.0,59.0,44.57760439799813,+,47.0,21.0,24.60779268950489,LoMorph,FRII,184.99571600122167,47.35683549796931,['FRII'],FRII
14655,185.0,0.0,3.295999361466784,+,48.0,50.0,8.026331807860743,LoMorph,FRI,185.00091555537816,48.83556286994663,['FRI'],FRI
14656,185.0,0.0,35.475752540776284,+,47.0,3.0,0.9765183039047542,LoMorph,FRI,185.00985437570577,47.05027125508442,['FRI'],FRI
14657,185.0,0.0,46.17430813572128,+,55.0,6.0,46.161175767675786,LoMorph,FRI,185.0128261967044,55.112822548824354,['FRI'],FRI
14660,185.0,2.0,50.44148203616487,+,53.0,44.0,30.88049561175751,LoMorph,FRI,185.0473448561212,53.74191124878104,['FRI'],FRI
14661,185.0,3.0,19.23737859139692,+,47.0,59.0,57.2226939421887,LoMorph,FRI,185.0553437162754,47.99922852609505,['FRI'],FRI
14662,185.0,4.0,15.426016292449276,+,46.0,3.0,47.0342336344811,LoMorph,FRI,185.07095167119235,46.06306506489847,['FRI'],FRI
14664,185.0,5.0,7.737569219773377,+,47.0,46.0,1.4750995286016175,LoMorph,FRI,185.0854826581166,47.76707641653572,['FRI'],FRI
14666,185.0,5.0,49.16945281530616,+,48.0,16.0,38.133350061408464,LoMorph,FRI,185.0969915146709,48.27725926390595,['FRI'],FRI
14668,185.0,6.0,26.020551536807943,+,55.0,45.0,17.492299689058655,LoMorph,FRI,185.10722793098245,55.75485897213585,['FRI'],FRI
14671,185.0,9.0,25.084956840348696,+,47.0,38.0,57.69444266623623,LoMorph,FRI,185.1569680435668,47.64935956740729,['FRI'],FRI
14673,185.0,10.0,9.834925947575355,+,48.0,47.0,5.3731691945887405,LoMorph,FRI,185.169398590541,48.78482588033183,['FRI'],FRI
14676,185.0,15.0,35.78031917286353,+,49.0,40.0,30.888859712581507,LoMorph,FRII,185.259938977548,49.67524690547572,['FRII'],FRII
14682,185.0,18.0,36.46035706355633,+,47.0,23.0,5.085368539043316,LoMorph,FRI,185.3101278769621,47.38474593570529,['FRI'],FRI
14688,185.0,22.0,13.445102434814087,+,48.0,49.0,44.11189347752952,LoMorph,FRII,185.370401417343,48.828919970410425,['FRII'],FRII
14689,185.0,22.0,17.070120893611147,+,46.0,43.0,54.92125363315779,LoMorph,FRI,185.3714083669149,46.731922570453655,['FRI'],FRI
14693,185.0,23.0,53.852407156939535,+,47.0,32.0,48.28913730773536,LoMorph,FRI,185.39829233532137,47.54674698258548,['FRI'],FRI
14694,185.0,23.0,56.22151684591017,+,55.0,11.0,16.20082504902257,LoMorph,FRI,185.3989504213461,55.18783356251362,['FRI'],FRI
14701,185.0,28.0,45.82463111709785,+,55.0,3.0,13.52210485278647,LoMorph,FRI,185.47939573086583,55.053756140236885,['FRI'],FRI
14702,185.0,28.0,59.86511279777005,+,49.0,34.0,22.24623991796249,LoMorph,FRI,185.48329586466605,49.57284617775499,['FRI'],FRI
14706,185.0,33.0,34.55699045235406,+,53.0,56.0,21.915355157426006,LoMorph,FRI,185.5595991640145,53.939420931988174,['FRI'],FRI
14711,185.0,37.0,28.5594404735366,+,48.0,52.0,45.836103842787,LoMorph,FRI,185.624599844576,48.87939891773411,['FRI'],FRI
14717,185.0,45.0,19.77293921617047,+,52.0,31.0,4.847156307840237,LoMorph,FRII,185.7554924831156,52.5180130989744,['FRII'],FRII
14720,185.0,47.0,47.2475650090405,+,55.0,49.0,33.78800319977472,LoMorph,FRI,185.79645765694696,55.82605222311105,['FRI'],FRI
14721,185.0,47.0,58.78594453084133,+,50.0,43.0,46.20705612567349,LoMorph,FRI,185.79966276236968,50.72950196003491,['FRI'],FRI
14722,185.0,48.0,2.978087689889435,+,55.0,18.0,12.535339777708714,LoMorph,FRI,185.80082724658047,55.30348203882714,['FRI'],FRI
14730,185.0,52.0,8.784047514659505,+,51.0,57.0,18.41673132175174,LoMorph,FRII,185.8691066798652,51.95511575870049,['FRII'],FRII
14731,185.0,54.0,44.39639124255791,+,46.0,11.0,20.35002666849209,LoMorph,FRI,185.9123323309007,46.18898611851903,['FRI'],FRI
14734,185.0,57.0,14.224391009843202,+,55.0,55.0,12.335761138706404,LoMorph,FRI,185.95395121972496,55.920093266982974,['FRI'],FRI
14736,185.0,58.0,13.199002886399285,+,50.0,0.0,41.250206791065125,LoMorph,FRI,185.97033305635733,50.011458390775296,['FRI'],FRI
14742,186.0,2.0,15.890159293148828,+,47.0,20.0,26.875152531377463,LoMorph,FRII,186.03774726647032,47.34079865348094,['FRII'],FRII
14744,186.0,2.0,50.539672148026966,+,54.0,47.0,52.32514034264455,LoMorph,FRI,186.04737213115223,54.79786809453962,['FRI'],FRI
14745,186.0,3.0,11.811814547452286,+,49.0,6.0,0.7697769722562953,LoMorph,FRI,186.0532810595965,49.10021382693674,['FRI'],FRI
14756,186.0,10.0,5.757366391958385,+,53.0,46.0,59.02140069832967,LoMorph,FRI,186.16826593510888,53.78306150019398,['FRI'],FRI
14765,186.0,15.0,59.06374489480868,+,47.0,23.0,36.844200435500056,LoMorph,FRII,186.2664065958041,47.39356783345431,['FRII'],FRII
14771,186.0,21.0,15.655075976226271,+,56.0,21.0,21.69700892823073,LoMorph,FRI,186.3543486322156,56.35602694692451,['FRI'],FRI
14776,186.0,22.0,21.59988739838809,+,49.0,46.0,57.633735935763184,LoMorph,FRI,186.37266663538844,49.782676037759934,['FRI'],FRI
14778,186.0,23.0,30.323235883163303,+,46.0,3.0,56.37891308366648,LoMorph,FRI,186.391756454412,46.06566080918991,['FRI'],FRI
14783,186.0,26.0,15.271217421641268,+,47.0,3.0,59.1644950354447,LoMorph,FRI,186.43757533817268,47.06643458195429,['FRI'],FRI
14790,186.0,31.0,50.12229311409101,+,47.0,15.0,33.69765374397389,LoMorph,FRI,186.53058952586505,47.259360459373326,['FRI'],FRI
14795,186.0,35.0,35.77720490736738,+,55.0,38.0,14.54603537171522,LoMorph,FRII,186.5932714458076,55.637373898714365,['FRII'],FRII
14796,186.0,36.0,14.786749833333488,+,50.0,38.0,0.1486541569119026,LoMorph,FRI,186.6041074305093,50.6333746261547,['FRI'],FRI
14797,186.0,36.0,54.95482893428744,+,48.0,12.0,46.63483261498016,LoMorph,FRI,186.61526523025952,48.21295412017083,['FRI'],FRI
14798,186.0,37.0,17.006122015043275,+,46.0,26.0,15.375228370921832,LoMorph,FRI,186.62139058944865,46.43760423010304,['FRI'],FRI
14803,186.0,43.0,4.010240100576539,+,55.0,28.0,54.68727346894127,LoMorph,FRI,186.71778062225016,55.4818575759636,['FRI'],FRI
14804,186.0,43.0,11.012011858674668,+,49.0,22.0,35.65245365795306,LoMorph,FRI,186.71972555884963,49.3765701260161,['FRI'],FRI
14810,186.0,47.0,32.10929598254097,+,47.0,41.0,31.71925431089676,LoMorph,FRI,186.79225258221737,47.69214423730858,['FRI'],FRI
14812,186.0,47.0,55.7224539626236,+,53.0,32.0,41.37123188994167,LoMorph,FRI,186.7988117927674,53.54482534219165,['FRI'],FRI
14817,186.0,50.0,9.390296411049803,+,51.0,45.0,10.525989753060117,LoMorph,FRI,186.83594174900307,51.75292388604252,['FRI'],FRI
14819,186.0,51.0,18.803086457458,+,54.0,25.0,9.457597479737956,LoMorph,FRI,186.85522307957152,54.419293777077705,['FRI'],FRI
14821,186.0,52.0,44.85025654829997,+,49.0,28.0,44.63329111554913,LoMorph,FRII,186.87912507126345,49.47906480308765,['FRII'],FRII
14822,186.0,53.0,9.92097769596512,+,55.0,13.0,9.13152816218428,LoMorph,FRI,186.8860891604711,55.21920320226727,['FRI'],FRI
14827,186.0,58.0,45.747213681154335,+,48.0,42.0,34.36172327671045,LoMorph,FRII,186.9793742260225,48.70954492313242,['FRII'],FRII
14834,187.0,6.0,37.84564497762176,+,52.0,31.0,31.77355390586968,LoMorph,FRII,187.11051267916045,52.52549265386274,['FRII'],FRII
14838,187.0,9.0,10.997608769023373,+,54.0,31.0,42.96404654011724,LoMorph,FRI,187.1530548913248,54.52860112403892,['FRI'],FRI
14840,187.0,10.0,57.46573930337036,+,50.0,31.0,31.65627438560477,LoMorph,FRI,187.1826293720287,50.52546007621822,['FRI'],FRI
14842,187.0,12.0,0.9544315214998278,+,51.0,16.0,3.451548010624492,LoMorph,FRI,187.20026511986708,51.26762543000295,['FRI'],FRI
14843,187.0,12.0,29.548078419172725,+,49.0,56.0,54.41867986150953,LoMorph,FRI,187.20820779956088,49.948449633294864,['FRI'],FRI
14850,187.0,14.0,19.17604573011204,+,47.0,36.0,43.14045755254142,LoMorph,FRI,187.2386600127028,47.61198346043126,['FRI'],FRI
14853,187.0,15.0,33.19703359519508,+,53.0,44.0,20.932767332832327,LoMorph,FRI,187.2592213982209,53.73914799092579,['FRI'],FRI
14855,187.0,16.0,17.337591605885336,+,55.0,37.0,28.209629724618708,LoMorph,FRI,187.27148266433497,55.62450267492351,['FRI'],FRI
14861,187.0,24.0,3.982829535559631,+,50.0,13.0,0.2714566492170434,LoMorph,FRI,187.40110634153768,50.21674207129145,['FRI'],FRI
14865,187.0,27.0,9.888687103402845,+,53.0,16.0,35.64369451454695,LoMorph,FRI,187.45274685752872,53.27656769292071,['FRI'],FRI
14872,187.0,35.0,5.965538830469086,+,50.0,11.0,22.19163740486124,LoMorph,FRI,187.5849904274529,50.189497677056906,['FRI'],FRI
14873,187.0,36.0,46.37219311527133,+,48.0,24.0,52.23379080323184,LoMorph,FRI,187.61288116475424,48.41450938633423,['FRI'],FRI
14876,187.0,38.0,16.731586795522162,+,52.0,36.0,4.421159041074816,LoMorph,FRI,187.6379809963321,52.60122809973363,['FRI'],FRI
14877,187.0,39.0,56.43289741783292,+,55.0,36.0,22.234926374701445,LoMorph,FRI,187.6656758048383,55.60617636843742,['FRI'],FRI
14879,187.0,42.0,39.13388038369476,+,49.0,20.0,34.80481704001477,LoMorph,FRI,187.7108705223288,49.34300133806667,['FRI'],FRI
14880,187.0,43.0,23.03954506837272,+,50.0,5.0,53.319045280301225,LoMorph,FRI,187.7230665402968,50.09814417924453,['FRI'],FRI
14885,187.0,48.0,5.163495197969041,+,52.0,38.0,3.259541451391783,LoMorph,FRI,187.8014343042217,52.63423876151428,['FRI'],FRI
14891,187.0,51.0,58.47816062379479,+,51.0,59.0,57.265588263857694,LoMorph,FRI,187.8662439335066,51.999240441184405,['FRI'],FRI
14902,188.0,1.0,24.22070197427729,+,53.0,6.0,22.950648887944567,LoMorph,FRII,188.0233946394373,53.10637518024665,['FRII'],FRII
14910,188.0,6.0,24.949660731092536,+,54.0,30.0,38.218279429884205,LoMorph,FRI,188.1069304613142,54.51061618873052,['FRI'],FRI
14913,188.0,9.0,58.844586585357774,+,54.0,58.0,21.81391908922137,LoMorph,FRI,188.166345718496,54.972726088635895,['FRI'],FRI
14915,188.0,12.0,50.30537082960109,+,48.0,47.0,14.211096726878054,LoMorph,FRI,188.21397371411933,48.78728086020191,['FRI'],FRI
14917,188.0,13.0,26.95409587851828,+,55.0,2.0,35.494360361666395,LoMorph,FRI,188.2241539155218,55.04319287787824,['FRI'],FRI
14919,188.0,13.0,41.80977879910415,+,49.0,6.0,45.43508040054803,LoMorph,FRII,188.2282804941109,49.11262085566682,['FRII'],FRII
14923,188.0,16.0,44.33513602592939,+,49.0,2.0,55.98353042659767,LoMorph,FRII,188.27898198222945,49.04888431400739,['FRII'],FRII
14927,188.0,18.0,49.10020895254775,+,52.0,14.0,32.10473535330095,LoMorph,FRI,188.3136389469313,52.24225131537592,['FRI'],FRI
14934,188.0,24.0,55.8136073693936,+,47.0,30.0,58.69354769317283,LoMorph,FRI,188.41550377982483,47.5163037632481,['FRI'],FRI
14938,188.0,27.0,17.98755017867279,+,50.0,26.0,23.795439384300607,LoMorph,FRI,188.4549965417163,50.43994317760675,['FRI'],FRI
14940,188.0,29.0,34.8803733769023,+,49.0,9.0,13.525837376406573,LoMorph,FRII,188.49302232593803,49.153757177049,['FRII'],FRII
14942,188.0,31.0,41.191349996474855,+,50.0,28.0,9.171662171170851,LoMorph,FRI,188.52810870833235,50.4692143506031,['FRI'],FRI
14944,188.0,32.0,19.208889481449205,+,52.0,22.0,33.53272154674471,LoMorph,FRII,188.53866913596707,52.37598131154076,['FRII'],FRII
14950,188.0,38.0,40.66171616456813,+,45.0,58.0,19.093691934626804,LoMorph,FRI,188.64462825449016,45.97197046998184,['FRI'],FRI
14952,188.0,40.0,26.88187279858312,+,55.0,1.0,8.139268141285925,LoMorph,FRI,188.6741338535552,55.01892757448369,['FRI'],FRI
14953,188.0,40.0,52.40649228427401,+,48.0,42.0,17.296313050873664,LoMorph,FRII,188.6812240256345,48.70480453140302,['FRII'],FRII
14955,188.0,41.0,23.605869487189462,+,54.0,26.0,53.03008207412404,LoMorph,FRI,188.689890519302,54.44806391168726,['FRI'],FRI
14960,188.0,44.0,57.28279600352607,+,53.0,18.0,51.00194879457945,LoMorph,FRII,188.7492452211121,53.314167207998494,['FRII'],FRII
14965,188.0,49.0,29.110998787857625,+,52.0,23.0,3.8868263504878087,LoMorph,FRI,188.82475305521885,52.38441300731958,['FRI'],FRI
14970,188.0,52.0,41.94279871515391,+,52.0,28.0,28.98998123209367,LoMorph,FRI,188.8783174440876,52.47471943923114,['FRI'],FRI
14975,188.0,57.0,11.176460820722696,+,50.0,50.0,38.74607887326249,LoMorph,FRI,188.9531045724502,50.84409613302035,['FRI'],FRI
14979,188.0,57.0,41.68329267876516,+,55.0,2.0,51.66465855902402,LoMorph,FRII,188.9615786924108,55.04768462737751,['FRII'],FRII
14980,188.0,57.0,43.159187650467175,+,46.0,54.0,26.562666583666896,LoMorph,FRI,188.96198866323624,46.90737851849546,['FRI'],FRI
14983,188.0,59.0,21.4990364712412,+,46.0,4.0,56.24755993895633,LoMorph,FRI,188.98930528790868,46.08229098887193,['FRI'],FRI
